time_d,temperature_c,relative_humidity_pct
22.42704955998148,21.37426,58.4823
22.468735525706354,21.45325,58.41341
22.510421491431227,21.53225,58.34453
22.5521074571561,21.61124,58.27564
22.593793422880974,21.69024,58.20676
22.635479388605848,21.76923,58.13787
22.67716535433072,21.84823,58.06898
22.718851320055595,21.92722,58.0001
22.76053728578047,22.00622,57.93121
22.802223251505342,22.08521,57.86233
22.843909217230216,22.16421,57.79344
22.88559518295509,22.2432,57.72455
22.927281148679963,22.3222,57.65567
22.968967114404837,22.40119,57.58678
23.01065308012971,22.47216,57.53677
23.052339045854584,22.51972,57.54175
23.094025011579458,22.56728,57.54674
23.13571097730433,22.61485,57.55172
23.177396943029205,22.66241,57.5567
23.21908290875408,22.70997,57.56168
23.260768874478952,22.75754,57.56666
23.302454840203826,22.8051,57.57164
23.3441408059287,22.85266,57.57662
23.385826771653573,22.90023,57.58161
23.427512737378446,22.94779,57.58659
23.46919870310332,22.99536,57.59157
23.510884668828194,23.04292,57.59655
23.552570634553067,23.09048,57.60153
23.59425660027794,23.13805,57.60651
23.635942566002814,23.18561,57.6115
23.677628531727688,23.23317,57.61648
23.71931449745256,23.28074,57.62146
23.761000463177435,23.3283,57.62644
23.80268642890231,23.37587,57.63142
23.844372394627182,23.42343,57.6364
23.886058360352056,23.47099,57.64138
23.92774432607693,23.51856,57.64637
23.969430291801803,23.56612,57.65135
24.011116257526677,23.65457,57.62009
24.05280222325155,23.85545,57.4892
24.094488188976424,24.05634,57.35831
24.136174154701298,24.25722,57.22741
24.17786012042617,24.45811,57.09652
24.219546086151045,24.65899,56.96563
24.26123205187592,24.85988,56.83473
24.302918017600792,25.06076,56.70384
24.344603983325666,25.26165,56.57294
24.38628994905054,25.46253,56.44205
24.427975914775413,25.66342,56.31116
24.469661880500286,25.8643,56.18026
24.51134784622516,26.06519,56.04937
24.553033811950034,26.26607,55.91847
24.594719777674907,26.46695,55.78758
24.63640574339978,26.66784,55.65669
24.678091709124654,26.86872,55.52579
24.719777674849528,27.06961,55.3949
24.7614636405744,27.27049,55.264
24.803149606299275,27.47138,55.13311
24.84483557202415,27.67226,55.00222
24.886521537749022,27.87315,54.87132
24.928207503473896,28.07403,54.74043
24.96989346919877,28.27492,54.60953
25.011579434923643,28.41904,54.52629
25.053265400648517,28.41558,54.56693
25.09495136637339,28.41212,54.60758
25.136637332098264,28.40866,54.64822
25.178323297823137,28.4052,54.68887
25.22000926354801,28.40174,54.72951
25.261695229272885,28.39828,54.77015
25.30338119499776,28.39482,54.8108
25.345067160722632,28.39136,54.85144
25.386753126447505,28.3879,54.89208
25.42843909217238,28.38444,54.93273
25.470125057897253,28.38098,54.97337
25.511811023622126,28.37752,55.01402
25.553496989347,28.37406,55.05466
25.595182955071873,28.3706,55.0953
25.636868920796747,28.36714,55.13595
25.67855488652162,28.36368,55.17659
25.720240852246494,28.36022,55.21723
25.761926817971368,28.35676,55.25788
25.80361278369624,28.3533,55.29852
25.845298749421115,28.34984,55.33917
25.88698471514599,28.34638,55.37981
25.928670680870862,28.34292,55.42045
25.970356646595736,28.33946,55.4611
26.01204261232061,28.35771,55.50202
26.053728578045483,28.42941,55.54365
26.095414543770357,28.50111,55.58527
26.13710050949523,28.57281,55.62689
26.178786475220104,28.64451,55.66852
26.220472440944977,28.71621,55.71014
26.26215840666985,28.78791,55.75177
26.303844372394725,28.85961,55.79339
